node_id,x_coord,y_coord
825,48.739,45.811
826,45.872,45.75
827,48.8,42.761
828,45.872,42.639
829,37.149,39.467
830,34.221,39.345
831,37.21,36.6
832,34.221,36.478
833,43.005,39.711
834,40.077,39.467
835,43.127,36.661
836,40.199,36.661
837,48.861,39.894
838,46.055,39.772
839,48.983,36.905
840,46.055,36.844
841,54.839,39.955
842,51.911,39.955
843,55.022,37.027
844,51.911,37.027
845,35.929,32.269
846,41.724,32.513
847,47.763,32.574
848,53.741,32.635
849,59.597,32.757
850,66.795,34.099
851,63.928,34.16
852,66.856,31.293
853,63.867,31.293
854,69.174,32.879
855,36.112,26.413
856,41.907,26.596
857,47.885,26.779
858,53.802,26.962
859,59.78,27.023
860,65.514,27.023
861,69.174,27.145
862,36.234,20.496
863,42.151,20.679
864,17.995,49.41
865,23.607,49.959
866,29.585,49.654
867,18.117,43.371
868,23.912,43.798
869,29.89,43.615
870,18.239,37.515
871,24.095,37.576
872,30.012,37.759
873,18.361,31.659
874,24.156,31.659
875,29.951,32.086
876,18.727,25.803
877,24.522,25.437
878,30.195,26.352
879,18.666,19.642
880,24.522,19.703
881,30.378,20.13
882,18.666,13.725
883,24.461,13.847
884,30.5,14.03
885,48.068,20.557
886,54.29,20.557
887,60.024,20.557
888,66.612,20.862
889,36.417,14.213
890,42.273,14.335
891,48.068,11.956
892,52.46,15.189
893,60.146,14.762
894,66.734,15.067
895,35.929,7.076
896,42.212,7.442
897,52.643,10.919
898,56.852,9.455
899,49.837,6.222
900,60.451,6.466
901,66.856,7.991
902,72.285,44.957
903,78.324,43.615
904,83.2649,41.114
905,72.956,36.051
906,80.7029,35.99
907,72.529,30.378
908,78.1409,30.561
909,83.9359,30.561
910,72.834,21.472
911,77.531,21.655
912,82.7769,24.034
913,10.98,64.233
914,6.1,93.1469
915,9.516,108.1529
916,15.372,108.1529
917,21.167,108.1529
918,27.267,108.0919
919,33.245,108.0919
920,38.979,108.0919
921,44.957,108.1529
922,51.423,108.1529
923,47.885,117.9129
924,30.988,116.3269
925,0.61,87.6569
926,6.222,64.172
927,10.248,27.633
928,7.32,10.919
929,18.483,6.893
930,49.715,0.61
931,82.6549,13.42
932,89.6089,36.173
933,86.5589,43.493
