road_link_id,from_node_id,to_node_id
234,603,718
235,604,58
236,604,397
237,604,399
238,604,587
239,604,605
240,604,606
241,605,59
242,605,584
243,605,600
244,605,604
245,605,607
246,606,60
247,606,403
248,606,604
249,606,607
250,606,675
251,607,61
252,607,602
253,607,605
254,607,606
255,607,676
256,671,125
257,671,602
258,671,672
259,671,673
260,671,676
261,672,126
262,672,603
263,672,671
264,672,674
265,672,722
266,673,127
267,673,671
268,673,674
269,673,678
270,673,683
271,674,128
272,674,672
273,674,673
274,674,684
275,674,724
276,675,129
277,675,404
278,675,606
279,675,676
280,675,677
281,676,130
282,676,607
283,676,671
284,676,675
285,676,678
286,677,131
287,677,406
288,677,675
289,677,678
290,677,687
291,678,132
292,678,673
293,678,676
294,678,677
295,678,688
296,683,137
297,683,673
298,683,684
299,683,685
300,683,688
301,684,138
302,684,674
303,684,683
304,684,728
305,685,139
306,685,683
307,685,686
308,685,690
309,686,140
310,686,685
311,686,730
312,687,141
313,687,407
314,687,677
315,687,688
316,687,689
317,688,142
318,688,678
319,688,683
320,688,687
321,688,690
322,689,143
323,689,408
324,689,687
325,689,690
326,690,144
327,690,685
328,690,688
329,690,689
330,708,162
331,708,388
332,708,709
333,708,714
334,708,913
335,709,163
336,709,391
337,709,708
338,709,711
339,709,713
340,709,803
341,710,164
342,710,584
343,710,712
344,710,806
345,711,165
346,711,709
347,711,713
348,711,807
349,712,166
350,712,393
351,712,584
352,712,710
353,712,713
354,713,167
355,713,392
356,713,709
357,713,711
358,713,712
359,713,716
360,714,168
361,714,708
362,714,715
363,714,720
364,714,913
365,715,169
366,715,391
367,715,714
368,715,717
369,715,719
370,715,721
371,716,170
372,716,393
373,716,601
374,716,713
375,716,717
376,716,718
377,717,171
378,717,392
379,717,715
380,717,716
381,717,719
382,718,172
383,718,603
384,718,716
385,718,719
386,718,722
387,719,173
388,719,715
389,719,717
390,719,718
391,719,723
392,720,174
393,720,714
394,720,721
395,720,726
396,720,913
397,721,175
398,721,715
399,721,720
400,721,723
401,721,725
402,721,727
403,722,176
404,722,672
405,722,718
406,722,723
407,722,724
408,723,177
409,723,719
410,723,721
411,723,722
412,723,725
413,724,178
414,724,674
415,724,722
416,724,725
417,724,728
418,725,179
419,725,721
420,725,723
421,725,724
422,725,729
423,726,180
424,726,416
425,726,720
426,726,727
427,726,913
428,727,181
429,727,721
430,727,726
431,727,729
432,727,731
433,728,182
434,728,684
435,728,724
436,728,729
437,728,730
438,729,183
439,729,725
440,729,727
441,729,728
442,729,731
443,730,184
444,730,686
445,730,728
446,730,731
447,731,185
448,731,727
449,731,729
450,731,730
451,738,192
452,738,740
453,738,742
454,738,746
455,738,784
456,738,920
457,739,193
458,739,740
459,739,741
460,740,194
461,740,738
462,740,739
463,740,742
464,740,920
465,741,195
466,741,739
467,741,742
468,741,747
469,742,196
470,742,738
471,742,740
472,742,741
473,742,748
474,746,200
475,746,738
476,746,748
477,746,750
478,746,757
479,746,792
480,747,201
481,747,741
482,747,748
483,747,749
484,748,202
485,748,742
486,748,746
487,748,747
488,748,750
489,749,203
490,749,747
491,749,750
492,749,758
493,750,204
494,750,746
495,750,748
496,750,749
497,750,759
498,757,211
499,757,746
500,757,759
501,757,761
502,757,768
503,757,800
504,758,212
505,758,749
506,758,759
507,758,760
508,759,213
509,759,750
510,759,757
511,759,758
512,759,761
513,760,214
514,760,758
515,760,761
516,760,769
517,761,215
518,761,757
519,761,759
520,761,760
521,761,770
522,768,222
523,768,584
524,768,757
525,768,770
526,768,772
527,768,808
528,769,223
529,769,760
530,769,770
531,769,771
532,770,224
533,770,761
534,770,768
535,770,769
536,770,772
537,771,225
538,771,585
539,771,769
540,771,772
541,772,226
542,772,586
543,772,768
544,772,770
545,772,771
546,780,234
547,780,781
548,780,785
549,780,914
550,780,916
551,781,235
552,781,780
553,781,782
554,781,786
555,781,917
556,782,236
557,782,781
558,782,783
559,782,787
560,782,917
561,782,918
562,783,237
563,783,782
564,783,784
565,783,788
566,783,789
567,783,918
568,783,919
569,784,238
570,784,738
571,784,783
572,784,792
573,784,919
574,785,239
575,785,780
576,785,786
577,785,793
578,785,914
579,786,240
580,786,781
581,786,785
582,786,787
583,786,794
584,787,241
585,787,782
586,787,786
587,787,789
588,787,791
589,787,795
590,788,242
591,788,783
592,788,789
593,788,790
594,788,792
595,789,243
596,789,783
597,789,787
598,789,788
599,789,791
600,790,244
601,790,788
602,790,791
603,790,792
604,790,796
605,791,245
606,791,787
607,791,789
608,791,790
609,791,797
610,792,246
611,792,746
612,792,784
613,792,788
614,792,790
615,792,800
616,793,247
617,793,785
618,793,794
619,793,801
620,793,914
621,794,248
622,794,786
623,794,793
624,794,795
625,794,802
626,795,249
627,795,787
628,795,794
629,795,797
630,795,799
631,795,803
632,796,250
633,796,790
634,796,797
635,796,798
636,796,800
637,797,251
638,797,791
639,797,795
640,797,796
641,797,799
642,798,252
643,798,796
644,798,799
645,798,800
646,798,804
647,799,253
648,799,795
649,799,797
650,799,798
651,799,805
652,800,254
653,800,757
654,800,792
655,800,796
656,800,798
657,800,808
658,801,255
659,801,389
660,801,793
661,801,802
662,801,913
663,802,256
664,802,388
665,802,794
666,802,801
667,802,803
668,803,257
669,803,709
670,803,795
671,803,802
672,803,805
673,803,807
674,804,258
675,804,798
676,804,805
677,804,806
678,804,808
679,805,259
680,805,799
681,805,803
682,805,804
683,805,807
684,806,260
685,806,710
686,806,804
687,806,807
688,806,808
689,807,261
690,807,711
691,807,803
692,807,805
693,807,806
694,808,262
695,808,584
696,808,768
697,808,800
698,808,804
699,808,806
700,913,367
701,913,417
702,913,708
703,913,714
704,913,720
705,913,726
706,913,801
707,914,368
708,914,389
709,914,780
710,914,785
711,914,793
712,914,915
713,915,369
714,915,914
715,915,916
716,916,370
717,916,780
718,916,915
719,916,917
720,917,371
721,917,781
722,917,782
723,917,916
724,917,918
725,918,372
726,918,782
727,918,783
728,918,917
729,918,919
730,919,373
731,919,783
732,919,784
733,919,918
734,919,920
735,919,924
736,920,374
737,920,738
738,920,740
739,920,919
740,924,378
741,924,919
742,925,379
743,925,390
744,926,380
745,926,417
